Month and Year,Month,Year,Sex,Age group,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National,,
May-19,May,2019,Male,5?9 years,839,"1,329",651,255,221,36,70,137,"3,534",,
May-19,May,2019,Male,10?14 years,877,"1,024",527,226,200,21,46,190,"3,107",,
May-19,May,2019,Male,15?17 years,807,684,301,140,171,52,42,98,"2,292",,
May-19,May,2019,Male,18?19 years,566,542,226,94,140,78,34,40,"1,717",,
May-19,May,2019,Male,20?24 years,"1,052","1,098",434,164,276,124,56,59,"3,252",,
May-19,May,2019,Male,25?29 years,492,820,307,116,135,103,34,37,"2,041",,
May-19,May,2019,Male,30?34 years,524,859,342,169,173,101,46,54,"2,263",,
May-19,May,2019,Male,35?39 years,662,"1,084",401,186,205,106,61,80,"2,770",,
May-19,May,2019,Male,40?44 years,697,"1,018",413,191,179,100,64,75,"2,723",,
May-19,May,2019,Male,45?49 years,747,963,363,226,179,110,42,67,"2,687",,
May-19,May,2019,Male,50?54 years,566,709,278,136,139,96,37,79,"2,036",,
May-19,May,2019,Male,55?59 years,386,459,170,91,87,55,25,58,"1,325",,
May-19,May,2019,Male,60?64 years,220,306,113,67,50,26,17,39,835,,
May-19,May,2019,Male,65+ years,284,535,108,99,48,52,23,47,"1,194",,
May-19,May,2019,Male,All Males,"9,898","12,859","5,436","2,504","2,544","1,113",713,"1,230","36,202",,
May-19,May,2019,Total,0?4 years,"2,283","2,799","1,530",651,677,105,200,313,"8,546",,
May-19,May,2019,Total,5?9 years,"1,626","2,597","1,265",528,463,67,119,296,"6,951",,
May-19,May,2019,Total,10?14 years,"1,778","2,047","1,064",439,406,58,85,398,"6,269",,
May-19,May,2019,Total,15?17 years,"2,068","1,551",718,366,411,163,101,246,"5,617",,
May-19,May,2019,Total,18?19 years,"1,543","1,496",583,293,403,201,100,112,"4,723",,
May-19,May,2019,Total,20?24 years,"2,939","3,389","1,240",601,855,336,159,238,"9,731",,
May-19,May,2019,Total,25?29 years,"1,694","3,118","1,025",557,557,251,161,205,"7,553",,
May-19,May,2019,Total,30?34 years,"1,858","3,400","1,082",695,665,243,162,253,"8,326",,
May-19,May,2019,Total,35?39 years,"1,907","3,522","1,074",702,641,269,143,256,"8,486",,
May-19,May,2019,Total,40?44 years,"1,745","3,009",978,560,498,215,139,229,"7,344",,
May-19,May,2019,Total,45?49 years,"1,623","2,603",798,531,440,202,84,188,"6,451",,
May-19,May,2019,Total,50?54 years,"1,201","1,721",569,357,270,166,72,182,"4,528",,
May-19,May,2019,Total,55?59 years,746,"1,105",353,217,165,103,52,119,"2,852",,
May-19,May,2019,Total,60?64 years,446,756,204,160,98,52,32,92,"1,837",,
May-19,May,2019,Total,65+ years,560,"1,197",197,194,89,98,34,96,"2,461",,
May-19,May,2019,Total,All Ages,"24,017","34,310","12,680","6,851","6,638","2,529","1,643","3,223","91,675",,
Apr-19,April,2019,Female,0?4 years,"1,114","1,313",738,294,323,44,80,131,"4,035",,
Apr-19,April,2019,Female,5?9 years,802,"1,199",595,260,220,33,51,159,"3,313",,
Apr-19,April,2019,Female,10?14 years,891,990,522,212,188,41,38,177,"3,056",,
Apr-19,April,2019,Female,15?17 years,"1,250",817,433,218,243,110,50,128,"3,245",,
Apr-19,April,2019,Female,18?19 years,933,916,374,172,245,114,65,75,"2,890",,
Apr-19,April,2019,Female,20?24 years,"1,880","2,215",773,430,558,204,109,187,"6,342",,
Apr-19,April,2019,Female,25?29 years,"1,167","2,149",708,434,420,139,121,180,"5,301",,
Apr-19,April,2019,Female,30?34 years,"1,263","2,462",714,522,475,137,112,194,"5,855",,
Apr-19,April,2019,Female,35?39 years,"1,219","2,273",654,480,413,164,82,178,"5,446",,
Apr-19,April,2019,Female,40?44 years,"1,029","1,946",530,386,300,105,77,166,"4,524",,
Apr-19,April,2019,Female,45?49 years,866,"1,532",453,287,260,96,40,128,"3,649",,
Apr-19,April,2019,Female,50?54 years,600,"1,001",262,206,127,65,39,93,"2,387",,
Apr-19,April,2019,Female,55?59 years,382,620,179,133,74,40,25,64,"1,516",,
Apr-19,April,2019,Female,60?64 years,219,444,99,74,41,29,16,51,973,,
Apr-19,April,2019,Female,65+ years,273,614,110,93,38,49,9,49,"1,233",,
Apr-19,April,2019,Female,All Females,"13,888","20,491","7,144","4,201","3,925","1,370",914,"1,960","53,765",,
Apr-19,April,2019,Male,0?4 years,"1,166","1,439",767,332,313,55,115,148,"4,329",,
Apr-19,April,2019,Male,5?9 years,841,"1,342",658,242,199,35,67,134,"3,515",,
Apr-19,April,2019,Male,10?14 years,845,970,524,213,191,21,45,153,"2,958",,
Apr-19,April,2019,Male,15?17 years,780,650,296,150,150,52,35,70,"2,180",,
Apr-19,April,2019,Male,18?19 years,576,527,216,84,124,75,31,36,"1,664",,
Apr-19,April,2019,Male,20?24 years,"1,024","1,073",438,153,255,115,56,62,"3,169",,
Apr-19,April,2019,Male,25?29 years,477,769,270,111,141,96,36,39,"1,934",,
Apr-19,April,2019,Male,30?34 years,515,802,327,144,175,89,49,55,"2,149",,
Apr-19,April,2019,Male,35?39 years,642,951,377,182,183,101,59,81,"2,563",,
Apr-19,April,2019,Male,40?44 years,675,969,402,193,170,96,59,83,"2,644",,
Apr-19,April,2019,Male,45?49 years,757,903,362,206,173,106,43,71,"2,611",,
Apr-19,April,2019,Male,50?54 years,543,652,277,124,129,82,32,88,"1,920",,
Apr-19,April,2019,Male,55?59 years,378,443,167,89,87,58,25,55,"1,292",,
Apr-19,April,2019,Male,60?64 years,223,296,114,64,40,26,14,40,813,,
Apr-19,April,2019,Male,65+ years,283,475,115,81,43,50,21,51,"1,117",,
Apr-19,April,2019,Male,All Males,"9,725","12,261","5,310","2,368","2,373","1,057",687,"1,166","34,858",,
Apr-19,April,2019,Total,0?4 years,"2,280","2,752","1,505",626,636,99,195,279,"8,364",,
Apr-19,April,2019,Total,5?9 years,"1,643","2,541","1,253",502,419,68,118,293,"6,828",,
Apr-19,April,2019,Total,10?14 years,"1,736","1,960","1,046",425,379,62,83,330,"6,014",,
Apr-19,April,2019,Total,15?17 years,"2,030","1,467",729,368,393,162,85,198,"5,425",,
Apr-19,April,2019,Total,18?19 years,"1,509","1,443",590,256,369,189,96,111,"4,554",,
Apr-19,April,2019,Total,20?24 years,"2,904","3,288","1,211",583,813,319,165,249,"9,511",,
Apr-19,April,2019,Total,25?29 years,"1,644","2,918",978,545,561,235,157,219,"7,235",,
Apr-19,April,2019,Total,30?34 years,"1,778","3,264","1,041",666,650,226,161,249,"8,004",,
Apr-19,April,2019,Total,35?39 years,"1,861","3,224","1,031",662,596,265,141,259,"8,009",,
Apr-19,April,2019,Total,40?44 years,"1,704","2,915",932,579,470,201,136,249,"7,168",,
Apr-19,April,2019,Total,45?49 years,"1,623","2,435",815,493,433,202,83,199,"6,260",,
Apr-19,April,2019,Total,50?54 years,"1,143","1,653",539,330,256,147,71,181,"4,307",,
Apr-19,April,2019,Total,55?59 years,760,"1,063",346,222,161,98,50,119,"2,808",,
Apr-19,April,2019,Total,60?64 years,442,740,213,138,81,55,30,91,"1,786",,
Apr-19,April,2019,Total,65+ years,556,"1,089",225,174,81,99,30,100,"2,350",,
Apr-19,April,2019,Total,All Ages,"23,613","32,752","12,454","6,569","6,298","2,427","1,601","3,126","88,623",,
Mar-19,March,2019,Female,0?4 years,"1,122","1,365",735,309,354,45,83,137,"4,144",,
Mar-19,March,2019,Female,5?9 years,809,"1,216",602,257,249,41,54,165,"3,390",,
Mar-19,March,2019,Female,10?14 years,913,"1,011",505,221,204,41,38,181,"3,110",,
Mar-19,March,2019,Female,15?17 years,"1,194",841,448,219,259,111,52,125,"3,244",,
Mar-19,March,2019,Female,18?19 years,965,883,378,180,244,122,72,90,"2,933",,
Mar-19,March,2019,Female,20?24 years,"1,893","2,295",787,460,568,193,112,199,"6,489",,
Mar-19,March,2019,Female,25?29 years,"1,221","2,229",741,483,461,140,133,188,"5,570",,
Mar-19,March,2019,Female,30?34 years,"1,270","2,504",756,511,483,139,112,214,"5,959",,
Mar-19,March,2019,Female,35?39 years,"1,269","2,303",676,499,428,165,80,212,"5,610",,
Mar-19,March,2019,Female,40?44 years,"1,063","1,965",571,389,336,117,70,161,"4,661",,
Mar-19,March,2019,Female,45?49 years,899,"1,571",452,305,266,98,43,137,"3,760",,
Mar-19,March,2019,Female,50?54 years,635,995,284,205,138,69,38,93,"2,451",,
Mar-19,March,2019,Female,55?59 years,380,647,180,145,83,42,32,67,"1,574",,
Mar-19,March,2019,Female,60?64 years,221,406,108,85,45,27,17,44,952,,
Mar-19,March,2019,Female,65+ years,285,632,113,101,43,45,9,52,"1,280",,
Mar-19,March,2019,Female,All Females,"14,139","20,863","7,336","4,369","4,161","1,395",945,"2,065","55,127",,
Mar-19,March,2019,Male,0?4 years,"1,197","1,484",784,329,331,44,119,152,"4,427",,
Mar-19,March,2019,Male,5?9 years,880,"1,346",669,262,226,37,67,156,"3,640",,
Mar-19,March,2019,Male,10?14 years,911,"1,007",524,210,200,32,47,137,"3,064",,
Mar-19,March,2019,Male,15?17 years,785,686,306,145,163,55,40,71,"2,248",,
Mar-19,March,2019,Male,18?19 years,574,543,232,86,137,73,24,44,"1,712",,
Mar-19,March,2019,Male,20?24 years,"1,047","1,079",450,155,280,129,62,62,"3,257",,
Mar-19,March,2019,Male,25?29 years,470,796,296,128,162,100,34,46,"2,021",,
Mar-19,March,2019,Male,30?34 years,517,854,330,149,169,89,45,64,"2,208",,
Mar-19,March,2019,Male,35?39 years,679,"1,011",401,210,192,112,68,83,"2,739",,
Mar-19,March,2019,Male,40?44 years,728,"1,014",389,221,175,102,61,90,"2,773",,
Mar-19,March,2019,Male,45?49 years,745,948,371,199,170,122,40,83,"2,666",,
Mar-19,March,2019,Male,50?54 years,548,689,270,134,145,85,33,93,"1,988",,
Mar-19,March,2019,Male,55?59 years,416,420,163,107,80,58,23,58,"1,314",,
Mar-19,March,2019,Male,60?64 years,237,283,115,73,46,28,13,41,835,,
Mar-19,March,2019,Male,65+ years,282,492,130,84,39,55,20,53,"1,152",,
Mar-19,March,2019,Male,All Males,"10,016","12,652","5,430","2,492","2,515","1,121",696,"1,233","36,044",,
Mar-19,March,2019,Total,0?4 years,"2,319","2,849","1,519",638,685,89,202,289,"8,571",,
Mar-19,March,2019,Total,5?9 years,"1,689","2,562","1,271",519,475,78,121,321,"7,030",,
Mar-19,March,2019,Total,10?14 years,"1,824","2,018","1,029",431,404,73,85,318,"6,174",,
Mar-19,March,2019,Total,15?17 years,"1,979","1,527",754,364,422,166,92,196,"5,492",,
Mar-19,March,2019,Total,18?19 years,"1,539","1,426",610,266,381,195,96,134,"4,645",,
Mar-19,March,2019,Total,20?24 years,"2,940","3,374","1,237",615,848,322,174,261,"9,746",,
Mar-19,March,2019,Total,25?29 years,"1,691","3,025","1,037",611,623,240,167,234,"7,591",,
Mar-19,March,2019,Total,30?34 years,"1,787","3,358","1,086",660,652,228,157,278,"8,167",,
Mar-19,March,2019,Total,35?39 years,"1,948","3,314","1,077",709,620,277,148,295,"8,349",,
Mar-19,March,2019,Total,40?44 years,"1,791","2,979",960,610,511,219,131,251,"7,434",,
Mar-19,March,2019,Total,45?49 years,"1,644","2,519",823,504,436,220,83,220,"6,426",,
Mar-19,March,2019,Total,50?54 years,"1,183","1,684",554,339,283,154,71,186,"4,439",,
Mar-19,March,2019,Total,55?59 years,796,"1,067",343,252,163,100,55,125,"2,888",,
Mar-19,March,2019,Total,60?64 years,458,689,223,158,91,55,30,85,"1,787",,
Mar-19,March,2019,Total,65+ years,567,"1,124",243,185,82,100,29,105,"2,432",,
Mar-19,March,2019,Total,All Ages,"24,155","33,515","12,766","6,861","6,676","2,516","1,641","3,298","91,171",,
Feb-19,February,2019,Female,0?4 years,"1,138","1,343",740,286,330,51,83,138,"4,104",,
Feb-19,February,2019,Female,5?9 years,816,"1,174",561,236,236,39,62,155,"3,275",,
Feb-19,February,2019,Female,10?14 years,911,"1,006",480,216,214,49,41,187,"3,097",,
Feb-19,February,2019,Female,15?17 years,"1,158",820,439,209,248,107,52,137,"3,163",,
Feb-19,February,2019,Female,18?19 years,955,906,368,176,230,107,74,92,"2,906",,
Feb-19,February,2019,Female,20?24 years,"1,868","2,289",797,442,538,178,131,182,"6,408",,
Feb-19,February,2019,Female,25?29 years,"1,217","2,200",694,427,457,142,143,161,"5,426",,
Feb-19,February,2019,Female,30?34 years,"1,238","2,449",711,531,468,143,108,201,"5,820",,
Feb-19,February,2019,Female,35?39 years,"1,255","2,278",667,462,396,143,88,184,"5,456",,
Feb-19,February,2019,Female,40?44 years,"1,051","2,031",574,371,321,108,65,154,"4,655",,
Feb-19,February,2019,Female,45?49 years,853,"1,540",447,302,249,89,38,117,"3,622",,
Feb-19,February,2019,Female,50?54 years,622,994,257,197,123,80,36,83,"2,386",,
Feb-19,February,2019,Female,55?59 years,357,658,179,122,93,37,33,59,"1,532",,
Feb-19,February,2019,Female,60?64 years,219,418,97,70,46,33,16,43,941,,
Feb-19,February,2019,Female,65+ years,276,656,117,94,37,45,9,50,"1,283",,
Feb-19,February,2019,Female,All Females,"13,934","20,762","7,128","4,141","3,986","1,351",979,"1,943","54,074",,
Feb-19,February,2019,Male,0?4 years,"1,200","1,435",804,331,312,50,116,142,"4,382",,
Feb-19,February,2019,Male,5?9 years,863,"1,294",640,248,218,40,58,144,"3,500",,
Feb-19,February,2019,Male,10?14 years,866,"1,019",492,207,204,32,41,150,"3,005",,
Feb-19,February,2019,Male,15?17 years,781,675,311,134,158,58,42,86,"2,243",,
Feb-19,February,2019,Male,18?19 years,569,567,217,88,133,73,29,45,"1,720",,
Feb-19,February,2019,Male,20?24 years,"1,026","1,066",452,151,279,119,61,66,"3,213",,
Feb-19,February,2019,Male,25?29 years,481,770,279,131,176,100,43,51,"2,029",,
Feb-19,February,2019,Male,30?34 years,521,826,323,162,172,88,48,54,"2,184",,
Feb-19,February,2019,Male,35?39 years,655,983,402,197,207,114,71,75,"2,694",,
Feb-19,February,2019,Male,40?44 years,705,981,397,186,188,93,70,71,"2,687",,
Feb-19,February,2019,Male,45?49 years,730,898,369,190,178,121,42,81,"2,601",,
Feb-19,February,2019,Male,50?54 years,544,677,280,131,129,92,40,78,"1,961",,
Feb-19,February,2019,Male,55?59 years,377,397,177,106,94,58,27,61,"1,291",,
Feb-19,February,2019,Male,60?64 years,228,287,111,62,43,35,12,42,817,,
Feb-19,February,2019,Male,65+ years,273,502,126,86,37,46,17,48,"1,131",,
Feb-19,February,2019,Male,All Males,"9,819","12,377","5,380","2,410","2,528","1,119",717,"1,194","35,458",,
Feb-19,February,2019,Total,0?4 years,"2,338","2,778","1,544",617,642,101,199,280,"8,486",,
Feb-19,February,2019,Total,5?9 years,"1,679","2,468","1,201",484,454,79,120,299,"6,775",,
Feb-19,February,2019,Total,10?14 years,"1,777","2,025",972,423,418,81,82,337,"6,102",,
Feb-19,February,2019,Total,15?17 years,"1,939","1,495",750,343,406,165,94,223,"5,406",,
Feb-19,February,2019,Total,18?19 years,"1,524","1,473",585,264,363,180,103,137,"4,626",,
Feb-19,February,2019,Total,20?24 years,"2,894","3,355","1,249",593,817,297,192,248,"9,621",,
Feb-19,February,2019,Total,25?29 years,"1,698","2,970",973,558,633,242,186,212,"7,455",,
Feb-19,February,2019,Total,30?34 years,"1,759","3,275","1,034",693,640,231,156,255,"8,004",,
Feb-19,February,2019,Total,35?39 years,"1,910","3,261","1,069",659,603,257,159,259,"8,150",,
Feb-19,February,2019,Total,40?44 years,"1,756","3,012",971,557,509,201,135,225,"7,342",,
Feb-19,February,2019,Total,45?49 years,"1,583","2,438",816,492,427,210,80,198,"6,223",,
Feb-19,February,2019,Total,50?54 years,"1,166","1,671",537,328,252,172,76,161,"4,347",,
Feb-19,February,2019,Total,55?59 years,734,"1,055",356,228,187,95,60,120,"2,823",,
Feb-19,February,2019,Total,60?64 years,447,705,208,132,89,68,28,85,"1,758",,
Feb-19,February,2019,Total,65+ years,549,"1,158",243,180,74,91,26,98,"2,414",,
Feb-19,February,2019,Total,All Ages,"23,753","33,139","12,508","6,551","6,514","2,470","1,696","3,137","89,532",,
Jan-19,January,2019,Female,0?4 years,"1,109","1,301",764,308,314,47,86,141,"4,064",,
Jan-19,January,2019,Female,5?9 years,841,"1,121",595,265,231,27,65,175,"3,317",,
Jan-19,January,2019,Female,10?14 years,859,998,483,214,183,43,38,184,"2,998",,
Jan-19,January,2019,Female,15?17 years,"1,109",806,443,212,251,98,55,138,"3,109",,
Jan-19,January,2019,Female,18?19 years,933,899,378,177,241,112,68,96,"2,897",,
Jan-19,January,2019,Female,20?24 years,"1,801","2,233",788,451,511,166,121,183,"6,234",,
Jan-19,January,2019,Female,25?29 years,"1,198","2,182",719,446,440,134,131,173,"5,405",,
Jan-19,January,2019,Female,30?34 years,"1,241","2,398",724,554,467,140,99,205,"5,794",,
Jan-19,January,2019,Female,35?39 years,"1,226","2,247",694,470,401,141,80,178,"5,422",,
Jan-19,January,2019,Female,40?44 years,"1,038","1,951",576,357,340,112,64,168,"4,586",,
Jan-19,January,2019,Female,45?49 years,857,"1,547",454,307,239,78,37,124,"3,634",,
Jan-19,January,2019,Female,50?54 years,584,951,291,201,134,77,35,90,"2,356",,
Jan-19,January,2019,Female,55?59 years,380,600,194,129,85,41,36,58,"1,519",,
Jan-19,January,2019,Female,60?64 years,207,418,94,74,44,30,16,50,933,,
Jan-19,January,2019,Female,65+ years,285,643,111,105,40,42,9,49,"1,280",,
Jan-19,January,2019,Female,All Females,"13,668","20,295","7,308","4,270","3,921","1,288",940,"2,012","53,548",,
Jan-19,January,2019,Male,0?4 years,"1,192","1,416",803,324,286,44,114,156,"4,332",,
Jan-19,January,2019,Male,5?9 years,858,"1,273",659,256,221,38,56,146,"3,504",,
Jan-19,January,2019,Male,10?14 years,791,966,515,203,177,30,39,156,"2,875",,
Jan-19,January,2019,Male,15?17 years,721,677,330,135,157,65,38,75,"2,195",,
Jan-19,January,2019,Male,18?19 years,564,537,226,88,139,70,32,44,"1,699",,
Jan-19,January,2019,Male,20?24 years,"1,013","1,043",428,153,277,128,61,66,"3,164",,
Jan-19,January,2019,Male,25?29 years,482,768,282,119,190,96,50,51,"2,035",,
Jan-19,January,2019,Male,30?34 years,511,845,327,150,188,87,48,52,"2,198",,
Jan-19,January,2019,Male,35?39 years,657,982,421,195,211,108,74,84,"2,715",,
Jan-19,January,2019,Male,40?44 years,674,934,419,204,181,97,64,73,"2,642",,
Jan-19,January,2019,Male,45?49 years,722,867,394,204,192,114,43,84,"2,601",,
Jan-19,January,2019,Male,50?54 years,537,631,289,137,135,102,40,75,"1,938",,
Jan-19,January,2019,Male,55?59 years,375,390,171,107,89,67,24,61,"1,277",,
Jan-19,January,2019,Male,60?64 years,216,285,109,59,45,34,13,44,803,,
Jan-19,January,2019,Male,65+ years,263,488,127,93,42,45,21,53,"1,130",,
Jan-19,January,2019,Male,All Males,"9,576","12,102","5,500","2,427","2,530","1,125",717,"1,220","35,108",,
Jan-19,January,2019,Total,0?4 years,"2,301","2,717","1,567",632,600,91,200,297,"8,396",,
Jan-19,January,2019,Total,5?9 years,"1,699","2,394","1,254",521,452,65,121,321,"6,821",,
Jan-19,January,2019,Total,10?14 years,"1,650","1,964",998,417,360,73,77,340,"5,873",,
Jan-19,January,2019,Total,15?17 years,"1,830","1,483",773,347,408,163,93,213,"5,304",,
Jan-19,January,2019,Total,18?19 years,"1,497","1,436",604,265,380,182,100,140,"4,596",,
Jan-19,January,2019,Total,20?24 years,"2,814","3,276","1,216",604,788,294,182,249,"9,398",,
Jan-19,January,2019,Total,25?29 years,"1,680","2,950","1,001",565,630,230,181,224,"7,440",,
Jan-19,January,2019,Total,30?34 years,"1,752","3,243","1,051",704,655,227,147,257,"7,992",,
Jan-19,January,2019,Total,35?39 years,"1,883","3,229","1,115",665,612,249,154,262,"8,137",,
Jan-19,January,2019,Total,40?44 years,"1,712","2,885",995,561,521,209,128,241,"7,228",,
Jan-19,January,2019,Total,45?49 years,"1,579","2,414",848,511,431,192,80,208,"6,235",,
Jan-19,January,2019,Total,50?54 years,"1,121","1,582",580,338,269,179,75,165,"4,294",,
Jan-19,January,2019,Total,55?59 years,755,990,365,236,174,108,60,119,"2,796",,
Jan-19,January,2019,Total,60?64 years,423,703,203,133,89,64,29,94,"1,736",,
Jan-19,January,2019,Total,65+ years,548,"1,131",238,198,82,87,30,102,"2,410",,
Jan-19,January,2019,Total,All Ages,"23,244","32,397","12,808","6,697","6,451","2,413","1,657","3,232","88,656",,
Dec-18,December,2018,Female,0?4 years,"1,094","1,277",744,286,294,38,91,152,"3,974",,
Dec-18,December,2018,Female,5?9 years,855,"1,149",590,245,218,29,61,170,"3,316",,
Dec-18,December,2018,Female,10?14 years,893,961,466,212,162,36,32,154,"2,914",,
Dec-18,December,2018,Female,15?17 years,"1,153",806,428,215,255,92,53,102,"3,100",,
Dec-18,December,2018,Female,18?19 years,866,872,344,172,233,96,62,82,"2,725",,
Dec-18,December,2018,Female,20?24 years,"1,725","2,151",706,399,493,155,122,191,"5,924",,
Dec-18,December,2018,Female,25?29 years,"1,146","2,151",625,413,413,127,117,173,"5,144",,
Dec-18,December,2018,Female,30?34 years,"1,183","2,334",643,488,461,127,94,198,"5,499",,
Dec-18,December,2018,Female,35?39 years,"1,147","2,216",624,470,374,114,72,157,"5,167",,
Dec-18,December,2018,Female,40?44 years,987,"1,861",504,346,295,102,55,162,"4,295",,
Dec-18,December,2018,Female,45?49 years,825,"1,473",426,279,224,79,36,142,"3,479",,
Dec-18,December,2018,Female,50?54 years,560,922,255,178,132,70,37,90,"2,239",,
Dec-18,December,2018,Female,55?59 years,374,593,174,107,68,37,32,57,"1,438",,
Dec-18,December,2018,Female,60?64 years,200,386,75,73,47,27,10,50,868,,
Dec-18,December,2018,Female,65+ years,260,643,112,95,24,43,8,49,"1,233",,
Dec-18,December,2018,Female,All Females,"13,268","19,795","6,716","3,978","3,693","1,172",882,"1,929","51,315",,
Dec-18,December,2018,Male,0?4 years,"1,145","1,416",706,301,286,42,118,151,"4,161",,
Dec-18,December,2018,Male,5?9 years,842,"1,208",591,248,189,45,58,147,"3,324",,
Dec-18,December,2018,Male,10?14 years,802,991,464,192,158,24,36,124,"2,789",,
Dec-18,December,2018,Male,15?17 years,715,663,304,142,156,58,35,55,"2,124",,
Dec-18,December,2018,Male,18?19 years,563,525,230,89,125,73,33,35,"1,669",,
Dec-18,December,2018,Male,20?24 years,941,"1,008",403,149,244,130,69,74,"3,011",,
Dec-18,December,2018,Male,25?29 years,420,756,235,110,157,95,40,47,"1,854",,
Dec-18,December,2018,Male,30?34 years,459,836,322,127,172,77,52,53,"2,089",,
Dec-18,December,2018,Male,35?39 years,582,952,377,167,203,97,60,74,"2,503",,
Dec-18,December,2018,Male,40?44 years,644,897,366,168,170,85,55,69,"2,449",,
Dec-18,December,2018,Male,45?49 years,669,828,357,173,178,92,38,77,"2,404",,
Dec-18,December,2018,Male,50?54 years,506,599,270,109,124,92,31,81,"1,807",,
Dec-18,December,2018,Male,55?59 years,342,405,158,101,82,62,25,54,"1,225",,
Dec-18,December,2018,Male,60?64 years,199,286,98,66,43,29,13,41,773,,
Dec-18,December,2018,Male,65+ years,262,462,115,82,40,45,20,49,"1,073",,
Dec-18,December,2018,Male,All Males,"9,091","11,832","4,996","2,224","2,327","1,046",683,"1,131","33,255",,
Dec-18,December,2018,Total,0?4 years,"2,239","2,693","1,450",587,580,80,209,303,"8,135",,
Dec-18,December,2018,Total,5?9 years,"1,697","2,357","1,181",493,407,74,119,317,"6,640",,
Dec-18,December,2018,Total,10?14 years,"1,695","1,952",930,404,320,60,68,278,"5,703",,
Dec-18,December,2018,Total,15?17 years,"1,868","1,469",732,357,411,150,88,157,"5,224",,
Dec-18,December,2018,Total,18?19 years,"1,429","1,397",574,261,358,169,95,117,"4,394",,
Dec-18,December,2018,Total,20?24 years,"2,666","3,159","1,109",548,737,285,191,265,"8,935",,
Dec-18,December,2018,Total,25?29 years,"1,566","2,907",860,523,570,222,157,220,"6,998",,
Dec-18,December,2018,Total,30?34 years,"1,642","3,170",965,615,633,204,146,251,"7,588",,
Dec-18,December,2018,Total,35?39 years,"1,729","3,168","1,001",637,577,211,132,231,"7,670",,
Dec-18,December,2018,Total,40?44 years,"1,631","2,758",870,514,465,187,110,231,"6,744",,
Dec-18,December,2018,Total,45?49 years,"1,494","2,301",783,452,402,171,74,219,"5,883",,
Dec-18,December,2018,Total,50?54 years,"1,066","1,521",525,287,256,162,68,171,"4,046",,
Dec-18,December,2018,Total,55?59 years,716,998,332,208,150,99,57,111,"2,663",,
Dec-18,December,2018,Total,60?64 years,399,672,173,139,90,56,23,91,"1,641",,
Dec-18,December,2018,Total,65+ years,522,"1,105",227,177,64,88,28,98,"2,306",,
Dec-18,December,2018,Total,All Ages,"22,359","31,627","11,712","6,202","6,020","2,218","1,565","3,060","84,570",,
Nov-18,November,2018,Female,0?4 years,"1,176","1,321",764,280,336,40,95,167,"4,177",,
Nov-18,November,2018,Female,5?9 years,889,"1,180",602,218,231,45,62,174,"3,393",,
Nov-18,November,2018,Female,10?14 years,931,978,487,195,189,34,35,152,"2,989",,
Nov-18,November,2018,Female,15?17 years,"1,232",831,456,208,272,98,65,109,"3,268",,
Nov-18,November,2018,Female,18?19 years,932,906,363,174,248,99,62,89,"2,870",,
Nov-18,November,2018,Female,20?24 years,"1,809","2,244",759,399,516,163,125,217,"6,211",,
Nov-18,November,2018,Female,25?29 years,"1,203","2,293",659,414,461,130,124,181,"5,446",,
Nov-18,November,2018,Female,30?34 years,"1,259","2,410",710,491,499,136,106,198,"5,774",,
Nov-18,November,2018,Female,35?39 years,"1,258","2,304",674,467,416,146,82,185,"5,518",,
Nov-18,November,2018,Female,40?44 years,"1,065","1,880",563,335,320,102,63,169,"4,478",,
Nov-18,November,2018,Female,45?49 years,862,"1,580",420,270,229,83,42,136,"3,616",,
Nov-18,November,2018,Female,50?54 years,574,991,278,170,140,71,36,85,"2,338",,
Nov-18,November,2018,Female,55?59 years,390,584,174,117,86,36,28,62,"1,472",,
Nov-18,November,2018,Female,60?64 years,207,398,90,70,57,28,12,62,924,,
Nov-18,November,2018,Female,65+ years,274,603,113,93,35,50,9,53,"1,226",,
Nov-18,November,2018,Female,All Females,"14,061","20,503","7,112","3,901","4,035","1,261",946,"2,039","53,700",,
Nov-18,November,2018,Male,0?4 years,"1,237","1,414",764,300,323,48,117,155,"4,353",,
Nov-18,November,2018,Male,5?9 years,864,"1,226",609,232,254,46,58,158,"3,442",,
Nov-18,November,2018,Male,10?14 years,866,"1,015",486,195,196,39,40,139,"2,974",,
Nov-18,November,2018,Male,15?17 years,825,671,347,143,173,65,39,64,"2,324",,
Nov-18,November,2018,Male,18?19 years,563,555,236,91,128,75,33,41,"1,716",,
Nov-18,November,2018,Male,20?24 years,971,"1,056",409,157,262,138,66,90,"3,144",,
Nov-18,November,2018,Male,25?29 years,481,811,272,120,160,94,41,54,"2,026",,
Nov-18,November,2018,Male,30?34 years,511,882,340,128,179,84,49,50,"2,208",,
Nov-18,November,2018,Male,35?39 years,621,"1,011",394,186,221,97,63,75,"2,656",,
Nov-18,November,2018,Male,40?44 years,693,970,379,196,197,92,52,75,"2,646",,
Nov-18,November,2018,Male,45?49 years,740,867,383,192,190,106,40,81,"2,587",,
Nov-18,November,2018,Male,50?54 years,571,663,296,107,126,96,30,75,"1,959",,
Nov-18,November,2018,Male,55?59 years,350,425,185,114,83,64,23,63,"1,303",,
Nov-18,November,2018,Male,60?64 years,233,290,112,62,45,27,15,43,824,,
Nov-18,November,2018,Male,65+ years,269,475,113,88,46,44,17,57,"1,106",,
