Month and Year,Month,Year,Sex,Age group,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National,,
Jan-24,January,2024,Male,15?17 years,651,624,353,112,164,62,37,30,"2,028",,
Jan-24,January,2024,Male,18?19 years,464,450,271,69,93,62,32,43,"1,483",,
Jan-24,January,2024,Male,20?24 years,865,"1,011",475,119,225,96,66,64,"2,912",,
Jan-24,January,2024,Male,25?29 years,487,840,320,118,181,100,42,49,"2,134",,
Jan-24,January,2024,Male,30?34 years,528,959,332,114,233,78,61,80,"2,378",,
Jan-24,January,2024,Male,35?39 years,537,"1,037",413,169,218,88,57,76,"2,588",,
Jan-24,January,2024,Male,40?44 years,619,"1,096",481,207,239,120,57,99,"2,907",,
Jan-24,January,2024,Male,45?49 years,572,980,457,219,201,79,70,77,"2,642",,
Jan-24,January,2024,Male,50?54 years,618,845,419,210,164,88,56,98,"2,490",,
Jan-24,January,2024,Male,55?59 years,416,576,284,130,123,80,39,95,"1,737",,
Jan-24,January,2024,Male,60?64 years,308,365,177,95,75,78,31,68,"1,195",,
Jan-24,January,2024,Male,65+ years,386,551,236,116,65,137,38,77,"1,602",,
Jan-24,January,2024,Male,All Males,"9,139","12,920","6,504","2,556","2,711","1,199",786,"1,135","36,870",,
Jan-24,January,2024,Total,0?4 years,"2,191","2,361","1,706",633,592,91,151,244,"7,965",,
Jan-24,January,2024,Total,5?9 years,"1,734","2,410","1,449",627,453,83,140,207,"7,100",,
Jan-24,January,2024,Total,10?14 years,"1,569","2,089","1,199",484,386,85,109,158,"6,076",,
Jan-24,January,2024,Total,15?17 years,"1,611","1,441",795,316,398,160,77,98,"4,888",,
Jan-24,January,2024,Total,18?19 years,"1,412","1,233",782,268,287,174,91,132,"4,375",,
Jan-24,January,2024,Total,20?24 years,"2,797","2,923","1,564",609,695,275,220,298,"9,352",,
Jan-24,January,2024,Total,25?29 years,"1,706","2,691","1,238",597,574,251,143,255,"7,435",,
Jan-24,January,2024,Total,30?34 years,"1,777","3,256","1,384",692,650,220,194,323,"8,469",,
Jan-24,January,2024,Total,35?39 years,"1,770","3,269","1,322",784,674,221,155,298,"8,463",,
Jan-24,January,2024,Total,40?44 years,"1,696","3,116","1,314",732,606,223,137,314,"8,117",,
Jan-24,January,2024,Total,45?49 years,"1,449","2,396","1,029",624,466,157,124,240,"6,461",,
Jan-24,January,2024,Total,50?54 years,"1,276","1,921",863,501,358,165,101,220,"5,391",,
Jan-24,January,2024,Total,55?59 years,813,"1,238",599,296,210,139,71,182,"3,540",,
Jan-24,January,2024,Total,60?64 years,609,822,364,198,136,126,72,134,"2,458",,
Jan-24,January,2024,Total,65+ years,822,"1,253",516,273,155,250,64,128,"3,456",,
Jan-24,January,2024,Total,All Ages,"23,232","32,419","16,124","7,634","6,640","2,620","1,849","3,231","93,546",,
Dec-23,December,2023,Female,0?4 years,"1,082","1,079",793,310,298,47,71,126,"3,803",,
Dec-23,December,2023,Female,5?9 years,872,"1,141",667,314,242,35,69,123,"3,461",,
Dec-23,December,2023,Female,10?14 years,824,985,546,232,216,49,56,86,"2,993",,
Dec-23,December,2023,Female,15?17 years,"1,009",776,431,205,250,86,46,64,"2,864",,
Dec-23,December,2023,Female,18?19 years,908,760,499,206,203,115,58,80,"2,823",,
Dec-23,December,2023,Female,20?24 years,"1,894","1,896","1,066",482,461,179,139,224,"6,327",,
Dec-23,December,2023,Female,25?29 years,"1,174","1,808",841,460,378,141,102,197,"5,084",,
Dec-23,December,2023,Female,30?34 years,"1,176","2,218",965,573,409,138,128,240,"5,837",,
Dec-23,December,2023,Female,35?39 years,"1,236","2,159",852,607,413,124,88,215,"5,680",,
Dec-23,December,2023,Female,40?44 years,"1,044","1,972",804,498,341,102,74,228,"5,056",,
Dec-23,December,2023,Female,45?49 years,831,"1,375",574,393,275,70,54,149,"3,717",,
Dec-23,December,2023,Female,50?54 years,653,"1,076",423,291,177,73,42,104,"2,829",,
Dec-23,December,2023,Female,55?59 years,380,673,287,164,86,61,33,86,"1,765",,
Dec-23,December,2023,Female,60?64 years,291,446,178,107,49,49,39,59,"1,217",,
Dec-23,December,2023,Female,65+ years,407,698,280,155,75,107,24,56,"1,800",,
Dec-23,December,2023,Female,All Females,"13,781","19,062","9,206","4,997","3,873","1,376","1,023","2,037","55,256",,
Dec-23,December,2023,Male,0?4 years,"1,064","1,220",851,315,345,56,72,113,"4,033",,
Dec-23,December,2023,Male,5?9 years,872,"1,233",734,263,252,47,74,107,"3,581",,
Dec-23,December,2023,Male,10?14 years,738,"1,057",599,231,201,38,50,74,"2,987",,
Dec-23,December,2023,Male,15?17 years,693,625,311,121,165,55,37,30,"2,035",,
Dec-23,December,2023,Male,18?19 years,469,431,266,67,94,53,25,45,"1,448",,
Dec-23,December,2023,Male,20?24 years,863,945,453,132,220,103,72,56,"2,838",,
Dec-23,December,2023,Male,25?29 years,481,776,286,128,168,92,43,52,"2,019",,
Dec-23,December,2023,Male,30?34 years,487,852,313,126,219,79,59,75,"2,207",,
Dec-23,December,2023,Male,35?39 years,510,945,401,161,213,80,52,72,"2,428",,
Dec-23,December,2023,Male,40?44 years,587,"1,025",459,205,213,111,61,89,"2,741",,
Dec-23,December,2023,Male,45?49 years,552,929,439,212,187,86,65,80,"2,543",,
Dec-23,December,2023,Male,50?54 years,601,782,413,220,154,94,49,93,"2,402",,
Dec-23,December,2023,Male,55?59 years,407,547,241,133,100,80,39,89,"1,632",,
Dec-23,December,2023,Male,60?64 years,264,363,179,89,61,82,32,67,"1,136",,
Dec-23,December,2023,Male,65+ years,377,515,236,113,61,137,36,68,"1,539",,
Dec-23,December,2023,Male,All Males,"8,965","12,245","6,181","2,516","2,653","1,193",766,"1,110","35,569",,
Dec-23,December,2023,Total,0?4 years,"2,146","2,299","1,644",625,643,103,143,239,"7,836",,
Dec-23,December,2023,Total,5?9 years,"1,744","2,374","1,401",577,494,82,143,230,"7,042",,
Dec-23,December,2023,Total,10?14 years,"1,562","2,042","1,145",463,417,87,106,160,"5,980",,
Dec-23,December,2023,Total,15?17 years,"1,702","1,401",742,326,415,141,83,94,"4,899",,
Dec-23,December,2023,Total,18?19 years,"1,377","1,191",765,273,297,168,83,125,"4,271",,
Dec-23,December,2023,Total,20?24 years,"2,757","2,841","1,519",614,681,282,211,280,"9,165",,
Dec-23,December,2023,Total,25?29 years,"1,655","2,584","1,127",588,546,233,145,249,"7,103",,
Dec-23,December,2023,Total,30?34 years,"1,663","3,070","1,278",699,628,217,187,315,"8,044",,
Dec-23,December,2023,Total,35?39 years,"1,746","3,104","1,253",768,626,204,140,287,"8,108",,
Dec-23,December,2023,Total,40?44 years,"1,631","2,997","1,263",703,554,213,135,317,"7,797",,
Dec-23,December,2023,Total,45?49 years,"1,383","2,304","1,013",605,462,156,119,229,"6,260",,
Dec-23,December,2023,Total,50?54 years,"1,254","1,858",836,511,331,167,91,197,"5,231",,
Dec-23,December,2023,Total,55?59 years,787,"1,220",528,297,186,141,72,175,"3,397",,
Dec-23,December,2023,Total,60?64 years,555,809,357,196,110,131,71,126,"2,353",,
Dec-23,December,2023,Total,65+ years,784,"1,213",516,268,136,244,60,124,"3,339",,
Dec-23,December,2023,Total,All Ages,"22,746","31,307","15,387","7,513","6,526","2,569","1,789","3,147","90,825",,
Nov-23,November,2023,Female,0?4 years,"1,097","1,144",827,320,308,50,77,124,"3,943",,
Nov-23,November,2023,Female,5?9 years,902,"1,165",677,306,258,34,70,108,"3,517",,
Nov-23,November,2023,Female,10?14 years,885,"1,036",574,239,211,42,55,87,"3,126",,
Nov-23,November,2023,Female,15?17 years,"1,099",807,448,214,263,91,55,59,"3,030",,
Nov-23,November,2023,Female,18?19 years,948,760,503,199,217,134,65,76,"2,895",,
Nov-23,November,2023,Female,20?24 years,"1,995","1,967","1,145",487,490,184,148,264,"6,657",,
Nov-23,November,2023,Female,25?29 years,"1,262","1,829",887,492,450,154,107,205,"5,370",,
Nov-23,November,2023,Female,30?34 years,"1,202","2,298","1,012",605,443,141,132,241,"6,063",,
Nov-23,November,2023,Female,35?39 years,"1,296","2,286",935,631,451,123,94,251,"6,046",,
Nov-23,November,2023,Female,40?44 years,"1,068","1,987",807,522,355,113,86,228,"5,159",,
Nov-23,November,2023,Female,45?49 years,890,"1,434",600,401,285,70,60,155,"3,890",,
Nov-23,November,2023,Female,50?54 years,671,"1,115",447,309,190,79,49,113,"2,959",,
Nov-23,November,2023,Female,55?59 years,382,673,301,183,97,61,32,83,"1,809",,
Nov-23,November,2023,Female,60?64 years,316,474,179,114,60,42,38,68,"1,289",,
Nov-23,November,2023,Female,65+ years,429,689,281,166,84,104,27,56,"1,836",,
Nov-23,November,2023,Female,All Females,"14,442","19,664","9,623","5,188","4,162","1,422","1,095","2,118","57,589",,
Nov-23,November,2023,Male,0?4 years,"1,149","1,221",892,301,376,60,74,114,"4,184",,
Nov-23,November,2023,Male,5?9 years,888,"1,293",790,268,264,42,70,104,"3,717",,
Nov-23,November,2023,Male,10?14 years,814,"1,095",623,222,215,39,51,70,"3,126",,
Nov-23,November,2023,Male,15?17 years,764,647,340,123,176,49,39,35,"2,167",,
Nov-23,November,2023,Male,18?19 years,486,460,266,62,121,52,29,46,"1,516",,
Nov-23,November,2023,Male,20?24 years,898,996,477,136,241,119,69,58,"2,988",,
Nov-23,November,2023,Male,25?29 years,511,866,297,139,178,85,45,57,"2,172",,
Nov-23,November,2023,Male,30?34 years,505,953,348,125,224,80,67,76,"2,374",,
Nov-23,November,2023,Male,35?39 years,548,"1,010",426,174,237,81,58,76,"2,599",,
Nov-23,November,2023,Male,40?44 years,642,"1,089",494,219,231,121,63,94,"2,937",,
Nov-23,November,2023,Male,45?49 years,577,963,471,231,191,86,62,84,"2,654",,
Nov-23,November,2023,Male,50?54 years,627,827,420,222,168,93,54,103,"2,507",,
Nov-23,November,2023,Male,55?59 years,427,613,263,160,111,78,40,104,"1,792",,
Nov-23,November,2023,Male,60?64 years,286,363,181,86,66,76,29,67,"1,150",,
Nov-23,November,2023,Male,65+ years,387,572,245,128,73,139,35,67,"1,644",,
Nov-23,November,2023,Male,All Males,"9,509","12,968","6,533","2,596","2,872","1,200",785,"1,155","37,527",,
Nov-23,November,2023,Total,0?4 years,"2,246","2,365","1,719",621,684,110,151,238,"8,127",,
Nov-23,November,2023,Total,5?9 years,"1,790","2,458","1,467",574,522,76,140,212,"7,234",,
Nov-23,November,2023,Total,10?14 years,"1,699","2,131","1,197",461,426,81,106,157,"6,252",,
Nov-23,November,2023,Total,15?17 years,"1,863","1,454",788,337,439,140,94,94,"5,197",,
Nov-23,November,2023,Total,18?19 years,"1,434","1,220",769,261,338,186,94,122,"4,411",,
Nov-23,November,2023,Total,20?24 years,"2,893","2,963","1,622",623,731,303,217,322,"9,645",,
Nov-23,November,2023,Total,25?29 years,"1,773","2,695","1,184",631,628,239,152,262,"7,542",,
Nov-23,November,2023,Total,30?34 years,"1,707","3,251","1,360",730,667,221,199,317,"8,437",,
Nov-23,November,2023,Total,35?39 years,"1,844","3,296","1,361",805,688,204,152,327,"8,645",,
Nov-23,November,2023,Total,40?44 years,"1,710","3,076","1,301",741,586,234,149,322,"8,096",,
Nov-23,November,2023,Total,45?49 years,"1,467","2,397","1,071",632,476,156,122,239,"6,544",,
Nov-23,November,2023,Total,50?54 years,"1,298","1,942",867,531,358,172,103,216,"5,466",,
Nov-23,November,2023,Total,55?59 years,809,"1,286",564,343,208,139,72,187,"3,601",,
Nov-23,November,2023,Total,60?64 years,602,837,360,200,126,118,67,135,"2,439",,
Nov-23,November,2023,Total,65+ years,816,"1,261",526,294,157,243,62,123,"3,480",,
Nov-23,November,2023,Total,All Ages,"23,951","32,632","16,156","7,784","7,034","2,622","1,880","3,273","95,116",,
Oct-23,October,2023,Female,0?4 years,"1,061","1,111",836,333,335,59,77,131,"3,940",,
Oct-23,October,2023,Female,5?9 years,893,"1,152",690,321,264,36,74,113,"3,540",,
Oct-23,October,2023,Female,10?14 years,879,"1,018",576,254,238,50,52,84,"3,150",,
Oct-23,October,2023,Female,15?17 years,"1,049",807,451,212,284,105,54,55,"3,016",,
Oct-23,October,2023,Female,18?19 years,950,772,484,188,226,133,68,81,"2,894",,
Oct-23,October,2023,Female,20?24 years,"1,994","1,936","1,091",474,502,193,151,255,"6,574",,
Oct-23,October,2023,Female,25?29 years,"1,255","1,892",905,460,427,162,111,217,"5,420",,
Oct-23,October,2023,Female,30?34 years,"1,196","2,283","1,014",612,443,144,124,256,"6,056",,
Oct-23,October,2023,Female,35?39 years,"1,248","2,312",964,605,456,132,93,243,"6,044",,
Oct-23,October,2023,Female,40?44 years,"1,117","1,976",829,501,355,107,88,230,"5,195",,
Oct-23,October,2023,Female,45?49 years,910,"1,387",590,412,278,79,65,145,"3,857",,
Oct-23,October,2023,Female,50?54 years,668,"1,113",447,322,188,76,48,120,"2,968",,
Oct-23,October,2023,Female,55?59 years,383,687,299,189,96,60,35,88,"1,835",,
Oct-23,October,2023,Female,60?64 years,306,466,177,106,66,41,35,61,"1,256",,
Oct-23,October,2023,Female,65+ years,416,721,281,178,81,103,28,61,"1,866",,
Oct-23,October,2023,Female,All Females,"14,325","19,633","9,634","5,167","4,239","1,480","1,103","2,140","57,611",,
Oct-23,October,2023,Male,0?4 years,"1,155","1,214",900,313,390,66,78,130,"4,242",,
Oct-23,October,2023,Male,5?9 years,897,"1,246",813,259,266,46,71,110,"3,706",,
Oct-23,October,2023,Male,10?14 years,756,"1,020",636,228,235,39,51,65,"3,030",,
Oct-23,October,2023,Male,15?17 years,681,629,349,101,188,49,40,43,"2,075",,
Oct-23,October,2023,Male,18?19 years,509,474,259,71,117,59,30,44,"1,562",,
Oct-23,October,2023,Male,20?24 years,912,982,469,134,240,123,73,58,"2,985",,
Oct-23,October,2023,Male,25?29 years,491,878,307,135,193,96,45,63,"2,203",,
Oct-23,October,2023,Male,30?34 years,513,968,369,138,192,79,84,85,"2,420",,
Oct-23,October,2023,Male,35?39 years,525,"1,060",438,165,224,88,69,86,"2,641",,
Oct-23,October,2023,Male,40?44 years,616,"1,073",489,233,234,133,67,102,"2,938",,
Oct-23,October,2023,Male,45?49 years,599,961,458,228,203,88,73,86,"2,684",,
Oct-23,October,2023,Male,50?54 years,602,808,407,220,161,96,57,106,"2,448",,
Oct-23,October,2023,Male,55?59 years,424,615,256,144,111,76,46,98,"1,768",,
Oct-23,October,2023,Male,60?64 years,289,377,187,88,70,82,23,68,"1,181",,
Oct-23,October,2023,Male,65+ years,368,581,251,125,67,136,33,73,"1,631",,
Oct-23,October,2023,Male,All Males,"9,337","12,886","6,588","2,582","2,891","1,256",840,"1,217","37,514",,
Oct-23,October,2023,Total,0?4 years,"2,216","2,325","1,736",646,725,125,155,261,"8,182",,
Oct-23,October,2023,Total,5?9 years,"1,790","2,398","1,503",580,530,82,145,223,"7,246",,
Oct-23,October,2023,Total,10?14 years,"1,635","2,038","1,212",482,473,89,103,149,"6,180",,
Oct-23,October,2023,Total,15?17 years,"1,730","1,436",800,313,472,154,94,98,"5,091",,
Oct-23,October,2023,Total,18?19 years,"1,459","1,246",743,259,343,192,98,125,"4,456",,
Oct-23,October,2023,Total,20?24 years,"2,906","2,918","1,560",608,742,316,224,313,"9,559",,
Oct-23,October,2023,Total,25?29 years,"1,746","2,770","1,212",595,620,258,156,280,"7,623",,
Oct-23,October,2023,Total,30?34 years,"1,709","3,251","1,383",750,635,223,208,341,"8,476",,
Oct-23,October,2023,Total,35?39 years,"1,773","3,372","1,402",770,680,220,162,329,"8,685",,
Oct-23,October,2023,Total,40?44 years,"1,733","3,049","1,318",734,589,240,155,332,"8,133",,
Oct-23,October,2023,Total,45?49 years,"1,509","2,348","1,048",640,481,167,138,231,"6,541",,
Oct-23,October,2023,Total,50?54 years,"1,270","1,921",854,542,349,172,105,226,"5,416",,
Oct-23,October,2023,Total,55?59 years,807,"1,302",555,333,207,136,81,186,"3,603",,
Oct-23,October,2023,Total,60?64 years,595,843,364,194,136,123,58,129,"2,437",,
Oct-23,October,2023,Total,65+ years,784,"1,302",532,303,148,239,61,134,"3,497",,
Oct-23,October,2023,Total,All Ages,"23,662","32,519","16,222","7,749","7,130","2,736","1,943","3,357","95,125",,
Sep-23,September,2023,Female,0?4 years,"1,060","1,098",807,309,296,58,71,125,"3,820",,
Sep-23,September,2023,Female,5?9 years,903,"1,107",664,288,236,33,78,104,"3,411",,
Sep-23,September,2023,Female,10?14 years,889,"1,014",570,256,228,38,50,101,"3,144",,
Sep-23,September,2023,Female,15?17 years,"1,094",758,469,205,263,106,53,64,"3,005",,
Sep-23,September,2023,Female,18?19 years,972,772,476,180,232,131,68,81,"2,905",,
Sep-23,September,2023,Female,20?24 years,"2,002","1,923","1,077",471,515,196,147,239,"6,549",,
Sep-23,September,2023,Female,25?29 years,"1,227","1,864",902,469,427,163,100,209,"5,346",,
Sep-23,September,2023,Female,30?34 years,"1,207","2,183",994,562,418,145,141,230,"5,855",,
Sep-23,September,2023,Female,35?39 years,"1,222","2,219",943,616,485,125,95,226,"5,921",,
Sep-23,September,2023,Female,40?44 years,"1,138","1,954",821,506,365,104,86,222,"5,186",,
Sep-23,September,2023,Female,45?49 years,894,"1,344",582,406,250,83,63,154,"3,761",,
Sep-23,September,2023,Female,50?54 years,666,"1,067",442,319,185,77,48,119,"2,911",,
Sep-23,September,2023,Female,55?59 years,364,667,282,195,95,62,34,82,"1,779",,
Sep-23,September,2023,Female,60?64 years,317,451,160,96,54,42,30,60,"1,208",,
Sep-23,September,2023,Female,65+ years,414,687,271,151,81,110,28,55,"1,793",,
Sep-23,September,2023,Female,All Females,"14,369","19,108","9,460","5,029","4,130","1,473","1,092","2,071","56,594",,
Sep-23,September,2023,Male,0?4 years,"1,150","1,162",877,297,366,59,73,146,"4,129",,
Sep-23,September,2023,Male,5?9 years,893,"1,206",822,283,253,43,72,111,"3,682",,
Sep-23,September,2023,Male,10?14 years,735,973,625,241,224,37,51,73,"2,959",,
Sep-23,September,2023,Male,15?17 years,678,614,355,96,161,55,35,40,"2,033",,
Sep-23,September,2023,Male,18?19 years,495,450,260,69,109,58,26,45,"1,508",,
Sep-23,September,2023,Male,20?24 years,927,977,481,133,250,119,71,68,"3,020",,
Sep-23,September,2023,Male,25?29 years,469,866,280,147,182,115,47,60,"2,158",,
Sep-23,September,2023,Male,30?34 years,506,917,353,118,198,76,82,81,"2,324",,
Sep-23,September,2023,Male,35?39 years,542,"1,024",415,176,235,75,70,89,"2,619",,
Sep-23,September,2023,Male,40?44 years,610,"1,057",496,222,230,127,66,106,"2,905",,
Sep-23,September,2023,Male,45?49 years,600,957,432,226,186,79,70,99,"2,637",,
Sep-23,September,2023,Male,50?54 years,593,807,395,233,168,104,63,101,"2,456",,
Sep-23,September,2023,Male,55?59 years,413,614,255,147,112,76,45,92,"1,752",,
Sep-23,September,2023,Male,60?64 years,269,371,176,84,69,74,26,65,"1,132",,
Sep-23,September,2023,Male,65+ years,362,558,259,132,61,129,32,72,"1,603",,
Sep-23,September,2023,Male,All Males,"9,242","12,553","6,481","2,604","2,804","1,226",829,"1,248","36,917",,
Sep-23,September,2023,Total,0?4 years,"2,210","2,260","1,684",606,662,117,144,271,"7,949",,
Sep-23,September,2023,Total,5?9 years,"1,796","2,313","1,486",571,489,76,150,215,"7,093",,
Sep-23,September,2023,Total,10?14 years,"1,624","1,987","1,195",497,452,75,101,174,"6,103",,
Sep-23,September,2023,Total,15?17 years,"1,772","1,372",824,301,424,161,88,104,"5,038",,
Sep-23,September,2023,Total,18?19 years,"1,467","1,222",736,249,341,189,94,126,"4,413",,
Sep-23,September,2023,Total,20?24 years,"2,929","2,900","1,558",604,765,315,218,307,"9,569",,
Sep-23,September,2023,Total,25?29 years,"1,696","2,730","1,182",616,609,278,147,269,"7,504",,
Sep-23,September,2023,Total,30?34 years,"1,713","3,100","1,347",680,616,221,223,311,"8,179",,
Sep-23,September,2023,Total,35?39 years,"1,764","3,243","1,358",792,720,200,165,315,"8,540",,
Sep-23,September,2023,Total,40?44 years,"1,748","3,011","1,317",728,595,231,152,328,"8,091",,
Sep-23,September,2023,Total,45?49 years,"1,494","2,301","1,014",632,436,162,133,253,"6,398",,
Sep-23,September,2023,Total,50?54 years,"1,259","1,874",837,552,353,181,111,220,"5,367",,
Sep-23,September,2023,Total,55?59 years,777,"1,281",537,342,207,138,79,174,"3,531",,
Sep-23,September,2023,Total,60?64 years,586,822,336,180,123,116,56,125,"2,340",,
Sep-23,September,2023,Total,65+ years,776,"1,245",530,283,142,239,60,127,"3,396",,
Sep-23,September,2023,Total,All Ages,"23,611","31,661","15,941","7,633","6,934","2,699","1,921","3,319","93,511",,
Aug-23,August,2023,Female,0?4 years,"1,088","1,172",801,322,340,56,73,114,"3,965",,
Aug-23,August,2023,Female,5?9 years,944,"1,133",675,321,280,33,78,108,"3,568",,
Aug-23,August,2023,Female,10?14 years,904,"1,049",591,275,248,42,51,103,"3,261",,
Aug-23,August,2023,Female,15?17 years,"1,075",808,464,216,287,105,63,60,"3,067",,
Aug-23,August,2023,Female,18?19 years,"1,019",777,452,200,233,126,72,78,"2,951",,
Aug-23,August,2023,Female,20?24 years,"2,009","1,960","1,092",471,527,197,156,235,"6,628",,
Aug-23,August,2023,Female,25?29 years,"1,275","1,905",925,462,445,159,96,214,"5,466",,
Aug-23,August,2023,Female,30?34 years,"1,234","2,361","1,032",601,445,134,140,244,"6,172",,
Aug-23,August,2023,Female,35?39 years,"1,237","2,254",958,604,498,130,100,231,"6,003",,
