Month and Year,Month,Year,Sex,Client Group,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National,
Sep-19,September,2019,Male,Number of Indigenous clients,"2,616","1,264","1,597",906,647,135,124,971,"8,246",
Sep-19,September,2019,Male,Number of clients who have experienced family and domestic violence,"2,030","3,140",810,598,290,104,160,224,"7,353",
Sep-19,September,2019,Male,Number of clients with a current mental health issue,"3,033","3,651","1,186",544,633,524,196,135,"9,888",
Sep-19,September,2019,Male,Number of clients with problematic drug or alcohol issues,"1,210","1,482",476,331,307,188,76,126,"4,190",
Sep-19,September,2019,Male,Number of clients financially assisted with payments for short term/emergency accommodation,46,778,46,19,18,43,8,1,958,
Sep-19,September,2019,Male,Number of nights in short-term/emergency accommodation,"21,043","18,969","35,850","8,722","3,498","2,770","3,354","2,508","96,714",
Sep-19,September,2019,Male,Number of clients accommodated in short-term/emergency accommodation,"1,143","1,599","1,701",714,228,196,139,152,"5,863",
Sep-19,September,2019,Male,Number of clients who are homeless,"4,484","6,297","2,895","1,088","1,119",679,400,503,"17,432",
Sep-19,September,2019,Male,Number of clients who are at risk of homelessness,"4,650","5,633","1,956","1,035","1,251",341,302,499,"15,644",
Sep-19,September,2019,Total,Number of Indigenous clients,"6,798","3,312","4,129","2,671","1,646",330,267,"2,679","21,777",
Sep-19,September,2019,Total,Number of clients who have experienced family and domestic violence,"7,677","13,968","3,404","2,690","1,785",509,542,998,"31,530",
Sep-19,September,2019,Total,Number of clients with a current mental health issue,"7,781","9,633","3,022","1,621","1,753","1,194",525,338,"25,831",
Sep-19,September,2019,Total,Number of clients with problematic drug or alcohol issues,"2,262","2,670",877,733,520,304,158,253,"7,765",
Sep-19,September,2019,Total,Number of clients financially assisted with payments for short term/emergency accommodation,154,"1,602",156,79,71,122,24,37,"2,243",
Sep-19,September,2019,Total,Number of nights in short-term/emergency accommodation,"45,893","42,610","76,056","19,521","7,558","7,011","8,084","5,445","212,178",
Sep-19,September,2019,Total,Number of clients accommodated in short-term/emergency accommodation,"2,430","3,326","3,615","1,809",479,459,320,493,"12,916",
Sep-19,September,2019,Total,Number of clients who are homeless,"9,975","14,089","6,465","2,504","2,655","1,471",918,"1,142","39,147",
Sep-19,September,2019,Total,Number of clients who are at risk of homelessness,"12,231","15,958","5,213","3,364","3,387",861,693,"1,566","43,194",
Aug-19,August,2019,Female,Number of Indigenous clients,"4,218","2,097","2,499","1,849",963,195,151,"1,672","13,604",
Aug-19,August,2019,Female,Number of clients who have experienced family and domestic violence,"5,708","11,122","2,569","2,282","1,472",409,409,776,"24,696",
Aug-19,August,2019,Female,Number of clients with a current mental health issue,"4,783","6,199","1,829","1,101","1,045",672,361,162,"16,137",
Aug-19,August,2019,Female,Number of clients with problematic drug or alcohol issues,"1,044","1,209",391,385,196,116,95,140,"3,570",
Aug-19,August,2019,Female,Number of clients financially assisted with payments for short term/emergency accommodation,115,788,117,39,46,67,11,24,"1,207",
Aug-19,August,2019,Female,Number of nights in short-term/emergency accommodation,"24,970","24,844","41,939","10,254","4,298","4,584","5,138","3,245","119,272",
Aug-19,August,2019,Female,Number of clients accommodated in short-term/emergency accommodation,"1,269","1,714","1,904","1,195",291,251,191,365,"7,173",
Aug-19,August,2019,Female,Number of clients who are homeless,"5,584","7,810","3,660","1,399","1,484",793,501,619,"21,810",
Aug-19,August,2019,Female,Number of clients who are at risk of homelessness,"7,542","10,729","3,184","2,546","2,135",562,428,"1,096","28,158",
Aug-19,August,2019,Male,Number of Indigenous clients,"2,630","1,293","1,564",963,594,134,119,955,"8,243",
Aug-19,August,2019,Male,Number of clients who have experienced family and domestic violence,"2,078","3,193",774,624,317,121,159,217,"7,478",
Aug-19,August,2019,Male,Number of clients with a current mental health issue,"2,973","3,789","1,184",542,646,508,198,138,"9,963",
Aug-19,August,2019,Male,Number of clients with problematic drug or alcohol issues,"1,169","1,536",471,354,318,181,73,125,"4,222",
Aug-19,August,2019,Male,Number of clients financially assisted with payments for short term/emergency accommodation,66,806,41,12,18,45,8,3,999,
Aug-19,August,2019,Male,Number of nights in short-term/emergency accommodation,"22,434","20,584","36,127","8,714","3,605","3,289","3,434","2,491","100,678",
Aug-19,August,2019,Male,Number of clients accommodated in short-term/emergency accommodation,"1,169","1,649","1,649",758,223,203,132,151,"5,925",
Aug-19,August,2019,Male,Number of clients who are homeless,"4,513","6,487","2,865","1,088","1,059",709,366,470,"17,525",
Aug-19,August,2019,Male,Number of clients who are at risk of homelessness,"4,616","5,693","1,961","1,145","1,264",337,320,504,"15,821",
Aug-19,August,2019,Total,Number of Indigenous clients,"6,848","3,390","4,063","2,812","1,557",329,270,"2,627","21,847",
Aug-19,August,2019,Total,Number of clients who have experienced family and domestic violence,"7,786","14,315","3,343","2,906","1,789",530,568,993,"32,174",
Aug-19,August,2019,Total,Number of clients with a current mental health issue,"7,756","9,988","3,013","1,643","1,691","1,180",559,300,"26,100",
Aug-19,August,2019,Total,Number of clients with problematic drug or alcohol issues,"2,213","2,745",862,739,514,297,168,265,"7,792",
Aug-19,August,2019,Total,Number of clients financially assisted with payments for short term/emergency accommodation,181,"1,594",158,51,64,112,19,27,"2,206",
Aug-19,August,2019,Total,Number of nights in short-term/emergency accommodation,"47,404","45,428","78,066","18,968","7,903","7,873","8,572","5,736","219,950",
Aug-19,August,2019,Total,Number of clients accommodated in short-term/emergency accommodation,"2,438","3,363","3,553","1,953",514,454,323,516,"13,098",
Aug-19,August,2019,Total,Number of clients who are homeless,"10,097","14,297","6,525","2,487","2,543","1,502",867,"1,089","39,335",
Aug-19,August,2019,Total,Number of clients who are at risk of homelessness,"12,158","16,422","5,145","3,691","3,399",899,748,"1,600","43,979",
Jul-19,July,2019,Female,Number of Indigenous clients,"4,156","2,052","2,416","1,775",956,195,137,"1,701","13,358",
Jul-19,July,2019,Female,Number of clients who have experienced family and domestic violence,"5,761","11,281","2,577","2,142","1,529",418,388,763,"24,806",
Jul-19,July,2019,Female,Number of clients with a current mental health issue,"4,799","6,215","1,882","1,074","1,062",669,330,175,"16,184",
Jul-19,July,2019,Female,Number of clients with problematic drug or alcohol issues,"1,060","1,249",364,362,204,95,96,117,"3,546",
Jul-19,July,2019,Female,Number of clients financially assisted with payments for short term/emergency accommodation,140,760,102,29,38,69,19,13,"1,168",
Jul-19,July,2019,Female,Number of nights in short-term/emergency accommodation,"24,755","24,952","41,374","10,955","4,288","4,441","4,979","2,951","118,695",
Jul-19,July,2019,Female,Number of clients accommodated in short-term/emergency accommodation,"1,294","1,673","1,880","1,107",273,258,187,361,"7,025",
Jul-19,July,2019,Female,Number of clients who are homeless,"5,631","7,875","3,592","1,400","1,511",795,493,602,"21,858",
Jul-19,July,2019,Female,Number of clients who are at risk of homelessness,"7,507","10,616","3,321","2,508","2,148",538,401,"1,043","28,025",
Jul-19,July,2019,Male,Number of Indigenous clients,"2,581","1,228","1,508",992,566,129,113,"1,000","8,103",
Jul-19,July,2019,Male,Number of clients who have experienced family and domestic violence,"2,071","3,173",851,615,317,113,153,229,"7,514",
Jul-19,July,2019,Male,Number of clients with a current mental health issue,"2,994","3,761","1,182",557,621,534,176,127,"9,924",
Jul-19,July,2019,Male,Number of clients with problematic drug or alcohol issues,"1,176","1,503",476,346,308,190,60,109,"4,167",
Jul-19,July,2019,Male,Number of clients financially assisted with payments for short term/emergency accommodation,90,718,46,12,12,49,6,5,938,
Jul-19,July,2019,Male,Number of nights in short-term/emergency accommodation,"22,186","19,885","37,110","8,101","3,987","3,392","3,445","2,518","100,624",
Jul-19,July,2019,Male,Number of clients accommodated in short-term/emergency accommodation,"1,208","1,537","1,720",721,231,211,138,164,"5,917",
Jul-19,July,2019,Male,Number of clients who are homeless,"4,593","6,374","2,886","1,079","1,028",702,355,463,"17,434",
Jul-19,July,2019,Male,Number of clients who are at risk of homelessness,"4,521","5,688","2,005","1,170","1,288",360,330,500,"15,833",
Jul-19,July,2019,Total,Number of Indigenous clients,"6,737","3,280","3,924","2,767","1,522",324,250,"2,701","21,461",
Jul-19,July,2019,Total,Number of clients who have experienced family and domestic violence,"7,832","14,454","3,428","2,757","1,846",531,541,992,"32,320",
Jul-19,July,2019,Total,Number of clients with a current mental health issue,"7,793","9,976","3,064","1,631","1,683","1,203",506,302,"26,108",
Jul-19,July,2019,Total,Number of clients with problematic drug or alcohol issues,"2,236","2,752",840,708,512,285,156,226,"7,713",
Jul-19,July,2019,Total,Number of clients financially assisted with payments for short term/emergency accommodation,230,"1,478",148,41,50,118,25,18,"2,106",
Jul-19,July,2019,Total,Number of nights in short-term/emergency accommodation,"46,941","44,837","78,484","19,056","8,275","7,833","8,424","5,469","219,319",
Jul-19,July,2019,Total,Number of clients accommodated in short-term/emergency accommodation,"2,502","3,210","3,600","1,828",504,469,325,525,"12,942",
Jul-19,July,2019,Total,Number of clients who are homeless,"10,224","14,249","6,478","2,479","2,539","1,497",848,"1,065","39,292",
Jul-19,July,2019,Total,Number of clients who are at risk of homelessness,"12,028","16,304","5,326","3,678","3,436",898,731,"1,543","43,858",
Jun-19,June,2019,Female,Number of Indigenous clients,"4,080","2,064","2,494","1,738",939,194,131,"1,678","13,289",
Jun-19,June,2019,Female,Number of clients who have experienced family and domestic violence,"5,669","10,596","2,422","2,134","1,481",389,357,708,"23,704",
Jun-19,June,2019,Female,Number of clients with a current mental health issue,"4,741","5,996","1,853","1,077",986,651,315,176,"15,771",
Jun-19,June,2019,Female,Number of clients with problematic drug or alcohol issues,978,"1,134",368,391,192,86,85,126,"3,357",
Jun-19,June,2019,Female,Number of clients financially assisted with payments for short term/emergency accommodation,135,734,113,65,47,69,15,15,"1,191",
Jun-19,June,2019,Female,Number of nights in short-term/emergency accommodation,"24,361","25,160","40,911","10,444","4,349","4,116","4,712","3,261","117,314",
Jun-19,June,2019,Female,Number of clients accommodated in short-term/emergency accommodation,"1,280","1,671","1,962","1,027",279,242,182,352,"6,990",
Jun-19,June,2019,Female,Number of clients who are homeless,"5,571","7,932","3,573","1,410","1,447",762,466,584,"21,696",
Jun-19,June,2019,Female,Number of clients who are at risk of homelessness,"7,556","10,471","3,324","2,492","2,074",535,397,"1,045","27,850",
Jun-19,June,2019,Male,Number of Indigenous clients,"2,599","1,212","1,532",876,532,136,104,978,"7,957",
Jun-19,June,2019,Male,Number of clients who have experienced family and domestic violence,"2,045","3,124",895,621,323,110,146,224,"7,475",
Jun-19,June,2019,Male,Number of clients with a current mental health issue,"2,950","3,643","1,166",551,594,492,162,133,"9,673",
Jun-19,June,2019,Male,Number of clients with problematic drug or alcohol issues,"1,186","1,406",472,347,288,186,55,137,"4,073",
Jun-19,June,2019,Male,Number of clients financially assisted with payments for short term/emergency accommodation,87,737,45,16,15,41,6,2,949,
Jun-19,June,2019,Male,Number of nights in short-term/emergency accommodation,"21,741","20,009","36,535","7,570","4,108","3,050","3,020","2,642","98,675",
Jun-19,June,2019,Male,Number of clients accommodated in short-term/emergency accommodation,"1,201","1,567","1,758",613,239,198,126,161,"5,848",
Jun-19,June,2019,Male,Number of clients who are homeless,"4,553","6,341","2,984","1,037","1,057",686,362,471,"17,446",
Jun-19,June,2019,Male,Number of clients who are at risk of homelessness,"4,580","5,520","2,051","1,108","1,231",354,302,524,"15,654",
Jun-19,June,2019,Total,Number of Indigenous clients,"6,679","3,276","4,026","2,614","1,471",330,235,"2,656","21,246",
Jun-19,June,2019,Total,Number of clients who have experienced family and domestic violence,"7,714","13,720","3,317","2,755","1,804",499,503,932,"31,179",
Jun-19,June,2019,Total,Number of clients with a current mental health issue,"7,691","9,639","3,019","1,628","1,580","1,143",477,309,"25,444",
Jun-19,June,2019,Total,Number of clients with problematic drug or alcohol issues,"2,164","2,540",840,738,480,272,140,263,"7,430",
Jun-19,June,2019,Total,Number of clients financially assisted with payments for short term/emergency accommodation,222,"1,471",158,81,62,110,21,17,"2,140",
Jun-19,June,2019,Total,Number of nights in short-term/emergency accommodation,"46,102","45,169","77,446","18,014","8,457","7,166","7,732","5,903","215,989",
Jun-19,June,2019,Total,Number of clients accommodated in short-term/emergency accommodation,"2,481","3,238","3,720","1,640",518,440,308,513,"12,838",
Jun-19,June,2019,Total,Number of clients who are homeless,"10,124","14,273","6,557","2,447","2,504","1,448",828,"1,055","39,142",
Jun-19,June,2019,Total,Number of clients who are at risk of homelessness,"12,136","15,991","5,375","3,600","3,305",889,699,"1,569","43,504",
May-19,May,2019,Female,Number of Indigenous clients,"4,155","2,068","2,516","1,802","1,043",225,130,"1,730","13,634",
May-19,May,2019,Female,Number of clients who have experienced family and domestic violence,"5,920","11,183","2,523","2,256","1,614",402,367,760,"24,974",
May-19,May,2019,Female,Number of clients with a current mental health issue,"4,907","6,286","1,823","1,158","1,090",693,331,176,"16,442",
May-19,May,2019,Female,Number of clients with problematic drug or alcohol issues,"1,018","1,212",374,421,195,95,81,116,"3,508",
May-19,May,2019,Female,Number of clients financially assisted with payments for short term/emergency accommodation,138,791,136,52,43,73,15,20,"1,264",
May-19,May,2019,Female,Number of nights in short-term/emergency accommodation,"25,223","25,301","42,005","11,275","5,259","4,631","4,933","3,630","122,257",
May-19,May,2019,Female,Number of clients accommodated in short-term/emergency accommodation,"1,299","1,774","1,929","1,056",303,257,189,378,"7,178",
May-19,May,2019,Female,Number of clients who are homeless,"5,699","8,174","3,659","1,498","1,536",791,477,668,"22,458",
May-19,May,2019,Female,Number of clients who are at risk of homelessness,"7,793","11,066","3,443","2,550","2,278",585,423,"1,118","29,195",
May-19,May,2019,Male,Number of Indigenous clients,"2,649","1,197","1,626",938,593,148,111,952,"8,195",
May-19,May,2019,Male,Number of clients who have experienced family and domestic violence,"2,122","3,212",921,637,357,115,155,275,"7,787",
May-19,May,2019,Male,Number of clients with a current mental health issue,"3,088","3,832","1,246",590,657,504,183,132,"10,215",
May-19,May,2019,Male,Number of clients with problematic drug or alcohol issues,"1,284","1,500",469,378,317,193,55,130,"4,324",
May-19,May,2019,Male,Number of clients financially assisted with payments for short term/emergency accommodation,82,746,57,13,18,42,4,1,960,
May-19,May,2019,Male,Number of nights in short-term/emergency accommodation,"22,816","20,547","38,690","8,517","4,629","3,264","3,279","3,158","104,900",
May-19,May,2019,Male,Number of clients accommodated in short-term/emergency accommodation,"1,231","1,603","1,860",678,252,201,127,199,"6,135",
May-19,May,2019,Male,Number of clients who are homeless,"4,659","6,648","3,050","1,156","1,119",698,375,506,"18,163",
May-19,May,2019,Male,Number of clients who are at risk of homelessness,"4,653","5,666","2,253","1,122","1,290",361,313,573,"16,200",
May-19,May,2019,Total,Number of Indigenous clients,"6,804","3,265","4,142","2,740","1,636",373,241,"2,682","21,829",
May-19,May,2019,Total,Number of clients who have experienced family and domestic violence,"8,042","14,395","3,444","2,893","1,971",517,522,"1,035","32,761",
May-19,May,2019,Total,Number of clients with a current mental health issue,"7,995","10,118","3,069","1,748","1,747","1,197",514,308,"26,657",
May-19,May,2019,Total,Number of clients with problematic drug or alcohol issues,"2,302","2,712",843,799,512,288,136,246,"7,832",
May-19,May,2019,Total,Number of clients financially assisted with payments for short term/emergency accommodation,220,"1,537",193,65,61,115,19,21,"2,224",
May-19,May,2019,Total,Number of nights in short-term/emergency accommodation,"48,039","45,848","80,695","19,792","9,888","7,895","8,212","6,788","227,157",
May-19,May,2019,Total,Number of clients accommodated in short-term/emergency accommodation,"2,530","3,377","3,789","1,734",555,458,316,577,"13,313",
May-19,May,2019,Total,Number of clients who are homeless,"10,358","14,822","6,709","2,654","2,655","1,489",852,"1,174","40,621",
May-19,May,2019,Total,Number of clients who are at risk of homelessness,"12,446","16,732","5,696","3,672","3,568",946,736,"1,691","45,395",
Apr-19,April,2019,Female,Number of Indigenous clients,"4,114","2,051","2,408","1,789",989,215,129,"1,693","13,347",
Apr-19,April,2019,Female,Number of clients who have experienced family and domestic violence,"5,800","10,730","2,485","2,214","1,531",406,364,780,"24,264",
Apr-19,April,2019,Female,Number of clients with a current mental health issue,"4,659","5,875","1,760","1,054","1,027",646,327,167,"15,496",
Apr-19,April,2019,Female,Number of clients with problematic drug or alcohol issues,975,"1,105",371,414,192,93,81,118,"3,346",
Apr-19,April,2019,Female,Number of clients financially assisted with payments for short term/emergency accommodation,143,769,126,42,49,75,12,14,"1,230",
Apr-19,April,2019,Female,Number of nights in short-term/emergency accommodation,"24,477","25,345","40,571","11,036","5,151","4,485","4,843","3,497","119,405",
Apr-19,April,2019,Female,Number of clients accommodated in short-term/emergency accommodation,"1,258","1,770","1,920","1,052",281,241,175,379,"7,067",
Apr-19,April,2019,Female,Number of clients who are homeless,"5,757","7,915","3,617","1,485","1,499",773,481,706,"22,183",
Apr-19,April,2019,Female,Number of clients who are at risk of homelessness,"7,507","10,403","3,394","2,477","2,182",563,410,"1,097","27,980",
Apr-19,April,2019,Male,Number of Indigenous clients,"2,601","1,178","1,620",875,568,133,100,906,"7,964",
Apr-19,April,2019,Male,Number of clients who have experienced family and domestic violence,"1,991","3,133",877,627,316,127,163,237,"7,470",
Apr-19,April,2019,Male,Number of clients with a current mental health issue,"2,981","3,495","1,237",551,606,481,188,140,"9,660",
Apr-19,April,2019,Male,Number of clients with problematic drug or alcohol issues,"1,272","1,374",487,347,288,177,53,131,"4,123",
Apr-19,April,2019,Male,Number of clients financially assisted with payments for short term/emergency accommodation,69,676,52,6,13,40,5,3,864,
Apr-19,April,2019,Male,Number of nights in short-term/emergency accommodation,"22,064","19,124","37,106","8,331","4,440","3,122","3,345","2,716","100,248",
Apr-19,April,2019,Male,Number of clients accommodated in short-term/emergency accommodation,"1,169","1,493","1,764",647,262,185,132,162,"5,806",
Apr-19,April,2019,Male,Number of clients who are homeless,"4,573","6,319","3,003","1,121","1,056",675,369,523,"17,595",
Apr-19,April,2019,Male,Number of clients who are at risk of homelessness,"4,525","5,416","2,188","1,075","1,194",346,297,540,"15,555",
Apr-19,April,2019,Total,Number of Indigenous clients,"6,715","3,229","4,028","2,664","1,557",348,229,"2,599","21,311",
Apr-19,April,2019,Total,Number of clients who have experienced family and domestic violence,"7,791","13,863","3,362","2,841","1,847",533,527,"1,017","31,734",
Apr-19,April,2019,Total,Number of clients with a current mental health issue,"7,640","9,370","2,997","1,605","1,633","1,127",515,307,"25,156",
Apr-19,April,2019,Total,Number of clients with problematic drug or alcohol issues,"2,247","2,479",858,761,480,270,134,249,"7,469",
Apr-19,April,2019,Total,Number of clients financially assisted with payments for short term/emergency accommodation,212,"1,445",178,48,62,115,17,17,"2,094",
Apr-19,April,2019,Total,Number of nights in short-term/emergency accommodation,"46,541","44,469","77,677","19,367","9,591","7,607","8,188","6,213","219,653",
Apr-19,April,2019,Total,Number of clients accommodated in short-term/emergency accommodation,"2,427","3,263","3,684","1,699",543,426,307,541,"12,873",
Apr-19,April,2019,Total,Number of clients who are homeless,"10,330","14,234","6,620","2,606","2,555","1,448",850,"1,229","39,778",
Apr-19,April,2019,Total,Number of clients who are at risk of homelessness,"12,032","15,819","5,582","3,552","3,376",909,707,"1,637","43,535",
Mar-19,March,2019,Female,Number of Indigenous clients,"4,068","2,122","2,575","1,869","1,039",214,135,"1,787","13,766",
Mar-19,March,2019,Female,Number of clients who have experienced family and domestic violence,"5,852","10,876","2,629","2,322","1,647",422,375,835,"24,895",
Mar-19,March,2019,Female,Number of clients with a current mental health issue,"4,752","6,089","1,786","1,091","1,106",642,345,182,"15,970",
Mar-19,March,2019,Female,Number of clients with problematic drug or alcohol issues,"1,009","1,154",414,454,209,93,81,132,"3,543",
Mar-19,March,2019,Female,Number of clients financially assisted with payments for short term/emergency accommodation,158,868,136,60,56,76,19,25,"1,398",
Mar-19,March,2019,Female,Number of nights in short-term/emergency accommodation,"24,844","27,182","41,518","12,782","6,344","4,594","4,932","3,883","126,079",
Mar-19,March,2019,Female,Number of clients accommodated in short-term/emergency accommodation,"1,274","1,862","1,961","1,148",372,270,184,437,"7,502",
Mar-19,March,2019,Female,Number of clients who are homeless,"5,872","8,135","3,609","1,545","1,610",791,482,760,"22,752",
Mar-19,March,2019,Female,Number of clients who are at risk of homelessness,"7,552","10,578","3,573","2,568","2,239",574,443,"1,163","28,626",
Mar-19,March,2019,Male,Number of Indigenous clients,"2,643","1,200","1,726",905,622,144,102,961,"8,279",
Mar-19,March,2019,Male,Number of clients who have experienced family and domestic violence,"2,076","3,217",952,652,366,115,165,259,"7,789",
Mar-19,March,2019,Male,Number of clients with a current mental health issue,"3,013","3,548","1,252",593,649,501,185,134,"9,847",
Mar-19,March,2019,Male,Number of clients with problematic drug or alcohol issues,"1,299","1,420",477,381,308,176,56,128,"4,240",
Mar-19,March,2019,Male,Number of clients financially assisted with payments for short term/emergency accommodation,79,707,50,12,17,48,5,1,919,
Mar-19,March,2019,Male,Number of nights in short-term/emergency accommodation,"22,255","20,594","38,395","8,999","5,075","3,400","3,327","2,689","104,734",
Mar-19,March,2019,Male,Number of clients accommodated in short-term/emergency accommodation,"1,203","1,561","1,808",672,289,215,136,178,"6,047",
Mar-19,March,2019,Male,Number of clients who are homeless,"4,722","6,503","3,028","1,156","1,107",728,365,551,"18,102",
Mar-19,March,2019,Male,Number of clients who are at risk of homelessness,"4,628","5,597","2,272","1,121","1,289",352,315,577,"16,127",
Mar-19,March,2019,Total,Number of Indigenous clients,"6,711","3,322","4,301","2,774","1,661",358,237,"2,748","22,045",
Mar-19,March,2019,Total,Number of clients who have experienced family and domestic violence,"7,928","14,093","3,581","2,974","2,013",537,540,"1,094","32,684",
Mar-19,March,2019,Total,Number of clients with a current mental health issue,"7,765","9,637","3,038","1,684","1,755","1,143",530,316,"25,817",
Mar-19,March,2019,Total,Number of clients with problematic drug or alcohol issues,"2,308","2,574",891,835,517,269,137,260,"7,783",
Mar-19,March,2019,Total,Number of clients financially assisted with payments for short term/emergency accommodation,237,"1,575",186,72,73,124,24,26,"2,317",
Mar-19,March,2019,Total,Number of nights in short-term/emergency accommodation,"47,099","47,776","79,913","21,781","11,419","7,994","8,259","6,572","230,813",
Mar-19,March,2019,Total,Number of clients accommodated in short-term/emergency accommodation,"2,477","3,423","3,769","1,820",661,485,320,615,"13,549",
Mar-19,March,2019,Total,Number of clients who are homeless,"10,594","14,638","6,637","2,701","2,717","1,519",847,"1,311","40,854",
Mar-19,March,2019,Total,Number of clients who are at risk of homelessness,"12,180","16,175","5,845","3,689","3,528",926,758,"1,740","44,753",
Feb-19,February,2019,Female,Number of Indigenous clients,"3,980","2,092","2,470","1,697","1,016",207,143,"1,685","13,252",
Feb-19,February,2019,Female,Number of clients who have experienced family and domestic violence,"5,858","10,846","2,629","2,287","1,533",408,380,748,"24,624",
Feb-19,February,2019,Female,Number of clients with a current mental health issue,"4,639","6,000","1,778","1,074","1,056",630,369,187,"15,713",
Feb-19,February,2019,Female,Number of clients with problematic drug or alcohol issues,"1,009","1,145",424,452,205,98,88,130,"3,548",
Feb-19,February,2019,Female,Number of clients financially assisted with payments for short term/emergency accommodation,127,878,116,68,62,74,12,24,"1,360",
Feb-19,February,2019,Female,Number of nights in short-term/emergency accommodation,"23,076","24,188","37,985","11,126","6,615","4,082","4,311","3,442","114,825",
Feb-19,February,2019,Female,Number of clients accommodated in short-term/emergency accommodation,"1,267","1,820","1,903","1,099",337,262,176,382,"7,234",
Feb-19,February,2019,Female,Number of clients who are homeless,"5,872","8,058","3,558","1,408","1,631",749,510,722,"22,453",
Feb-19,February,2019,Female,Number of clients who are at risk of homelessness,"7,323","10,402","3,356","2,492","2,104",559,451,"1,066","27,688",
Feb-19,February,2019,Male,Number of Indigenous clients,"2,575","1,161","1,700",860,633,138,105,925,"8,083",
Feb-19,February,2019,Male,Number of clients who have experienced family and domestic violence,"2,108","3,142",920,628,350,118,149,228,"7,632",
Feb-19,February,2019,Male,Number of clients with a current mental health issue,"3,001","3,425","1,258",574,667,475,204,138,"9,725",
Feb-19,February,2019,Male,Number of clients with problematic drug or alcohol issues,"1,244","1,343",467,371,326,152,62,119,"4,078",
Feb-19,February,2019,Male,Number of clients financially assisted with payments for short term/emergency accommodation,79,672,41,19,16,52,8,3,889,
Feb-19,February,2019,Male,Number of nights in short-term/emergency accommodation,"20,133","18,373","34,667","7,746","4,967","3,127","3,104","2,633","94,750",
Feb-19,February,2019,Male,Number of clients accommodated in short-term/emergency accommodation,"1,171","1,578","1,769",662,278,210,136,163,"5,951",
Feb-19,February,2019,Male,Number of clients who are homeless,"4,775","6,341","3,014","1,102","1,144",717,366,535,"17,951",
Feb-19,February,2019,Male,Number of clients who are at risk of homelessness,"4,395","5,502","2,234","1,107","1,247",366,329,538,"15,694",
Feb-19,February,2019,Total,Number of Indigenous clients,"6,555","3,253","4,170","2,557","1,649",345,248,"2,610","21,335",
Feb-19,February,2019,Total,Number of clients who have experienced family and domestic violence,"7,966","13,988","3,549","2,915","1,883",526,529,976,"32,256",
Feb-19,February,2019,Total,Number of clients with a current mental health issue,"7,640","9,425","3,036","1,648","1,723","1,105",573,325,"25,438",
Feb-19,February,2019,Total,Number of clients with problematic drug or alcohol issues,"2,253","2,488",891,823,531,250,150,249,"7,626",
Feb-19,February,2019,Total,Number of clients financially assisted with payments for short term/emergency accommodation,206,"1,550",157,87,78,126,20,27,"2,249",
Feb-19,February,2019,Total,Number of nights in short-term/emergency accommodation,"43,209","42,561","72,652","18,872","11,582","7,209","7,415","6,075","209,575",
Feb-19,February,2019,Total,Number of clients accommodated in short-term/emergency accommodation,"2,438","3,398","3,672","1,761",615,472,312,545,"13,185",
Feb-19,February,2019,Total,Number of clients who are homeless,"10,647","14,399","6,572","2,510","2,775","1,466",876,"1,257","40,404",
Feb-19,February,2019,Total,Number of clients who are at risk of homelessness,"11,718","15,904","5,590","3,599","3,351",925,780,"1,604","43,382",
Jan-19,January,2019,Female,Number of Indigenous clients,"3,935","2,047","2,546","1,899",998,195,139,"1,736","13,462",
Jan-19,January,2019,Female,Number of clients who have experienced family and domestic violence,"5,817","10,652","2,720","2,350","1,508",388,370,861,"24,615",
Jan-19,January,2019,Female,Number of clients with a current mental health issue,"4,715","5,969","1,795","1,095","1,072",625,357,186,"15,786",
Jan-19,January,2019,Female,Number of clients with problematic drug or alcohol issues,"1,053","1,105",445,439,208,103,89,130,"3,567",
Jan-19,January,2019,Female,Number of clients financially assisted with payments for short term/emergency accommodation,157,851,177,70,78,61,16,36,"1,444",
Jan-19,January,2019,Female,Number of nights in short-term/emergency accommodation,"24,609","26,016","42,691","12,505","6,930","4,208","4,918","4,229","126,106",
Jan-19,January,2019,Female,Number of clients accommodated in short-term/emergency accommodation,"1,300","1,876","1,992","1,240",355,249,184,443,"7,627",
Jan-19,January,2019,Female,Number of clients who are homeless,"5,838","8,097","3,565","1,426","1,566",705,492,722,"22,359",
Jan-19,January,2019,Female,Number of clients who are at risk of homelessness,"7,204","9,998","3,469","2,564","2,099",535,430,"1,112","27,346",
Jan-19,January,2019,Male,Number of Indigenous clients,"2,537","1,159","1,726",902,636,141,107,944,"8,138",
Jan-19,January,2019,Male,Number of clients who have experienced family and domestic violence,"2,096","3,167",910,638,343,101,151,258,"7,661",
Jan-19,January,2019,Male,Number of clients with a current mental health issue,"2,952","3,350","1,292",568,667,501,199,140,"9,641",
Jan-19,January,2019,Male,Number of clients with problematic drug or alcohol issues,"1,216","1,341",507,379,341,164,63,128,"4,134",
Jan-19,January,2019,Male,Number of clients financially assisted with payments for short term/emergency accommodation,76,766,84,26,23,45,6,2,"1,024",
Jan-19,January,2019,Male,Number of nights in short-term/emergency accommodation,"20,547","21,096","37,967","8,082","5,463","3,475","3,393","2,822","102,845",
Jan-19,January,2019,Male,Number of clients accommodated in short-term/emergency accommodation,"1,163","1,637","1,792",701,295,212,142,175,"6,102",
Jan-19,January,2019,Male,Number of clients who are homeless,"4,685","6,301","3,036","1,091","1,158",707,361,531,"17,816",
